Date,0,20,65,80,all
2020-09-17,0,0,0,0,0
2020-09-18,0,0,0,0,0
2020-09-19,0,0,0,0,0
2020-09-20,0,0,0,0,0
2020-09-21,0,0,0,0,0
2020-09-22,0,0,0,0,0
2020-09-23,0,0,0,0,0
2020-09-24,0,0,0,0,0
2020-09-25,0,0,0,0,0
2020-09-26,0,0,0,0,0
2020-09-27,0,0,0,0,0
2020-09-28,0,0,0,0,0
2020-09-29,0,0,0,0,0
2020-09-30,0,0,0,0,0
2020-10-01,0,0,0,0,0
2020-10-02,0,0,0,0,0
2020-10-03,0,0,0,0,0
2020-10-04,0,0,0,0,0
2020-10-05,0,0,0,0,0
2020-10-06,0,0,0,0,0
2020-10-07,0,0,0,0,0
2020-10-08,0,0,0,0,0
2020-10-09,0,0,0,0,0
2020-10-10,0,0,0,0,0
2020-10-11,0,0,0,0,0
2020-10-12,0,0,0,0,0
2020-10-13,0,0,0,0,0
2020-10-14,0,0,0,0,0
2020-10-15,0,0,0,0,0
2020-10-16,0,0,0,0,0
2020-10-17,0,0,0,0,0
2020-10-18,0,0,0,0,0
2020-10-19,0,0,0,0,0
2020-10-20,0,0,0,0,0
2020-10-21,0,0,0,0,0
2020-10-22,0,0,0,0,0
2020-10-23,0,0,0,0,0
2020-10-24,0,0,0,0,0
2020-10-25,0,0,0,0,0
2020-10-26,0,0,0,0,0
2020-10-27,0,0,0,0,0
2020-10-28,0,0,0,0,0
2020-10-29,0,0,0,0,0
2020-10-30,0,0,0,0,0
2020-10-31,0,0,0,0,0
2020-11-01,0,0,0,0,0
2020-11-02,0,0,0,0,0
2020-11-03,0,0,0,0,0
2020-11-04,0,0,0,0,0
2020-11-05,0,0,0,0,0
2020-11-06,0,0,0,0,0
2020-11-07,0,0,0,0,0
2020-11-08,0,0,0,0,0
2020-11-09,0,0,0,0,0
2020-11-10,0,0,0,0,0
2020-11-11,0,0,0,0,0
2020-11-12,0,0,0,0,0
2020-11-13,0,0,0,0,0
2020-11-14,0,0,0,0,0
2020-11-15,0,0,0,0,0
2020-11-16,0,0,0,0,0
2020-11-17,0,0,0,0,0
2020-11-18,0,0,0,0,0
2020-11-19,0,0,0,0,0
2020-11-20,0,0,0,0,0
2020-11-21,0,0,0,0,0
2020-11-22,0,0,0,0,0
2020-11-23,0,0,0,0,0
2020-11-24,0,0,0,0,0
2020-11-25,0,0,0,0,0
2020-11-26,0,0,0,0,0
2020-11-27,0,0,0,0,0
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,0,0,0
2020-12-05,0,0,0,0,0
2020-12-06,0,0,0,0,0
2020-12-07,0,0,0,0,0
2020-12-08,0,0,0,0,0
2020-12-09,0,0,0,0,0
2020-12-10,0,0,0,0,0
2020-12-11,0,0,0,0,0
2020-12-12,0,0,0,0,0
2020-12-13,0,0,0,0,0
2020-12-14,0,0,0,0,0
2020-12-15,0,0,0,0,0
2020-12-16,0,0,0,0,0
2020-12-17,0,0,0,0,0
2020-12-18,0,0,0,0,0
2020-12-19,0,0,0,0,0
2020-12-20,0,0,0,0,0
2020-12-21,0,0,0,0,0
2020-12-22,0,0,0,0,0
2020-12-23,0,0,0,0,0
2020-12-24,0,0,0,0,0
2020-12-25,0,0,0,0,4.68E-05
2020-12-26,0,0,0,0.001133573974156,0.000130751666902
27.12.2020,0,0,0,0.003169916912265,0.000251862657904
28.12.2020,0,0,0,0.00610610723192,0.000377793986856
29.12.2020,0,0,0,0.00915916084788,0.000421458214789
30.12.2020,0,0,0,0.01021774754024,0.000431621093967
31.12.2020,0,0,0,0.010464134323283,0.000479985151402
01.01.2021,0,0,0,0.01163666272954,0.000568567330522
02.01.2021,0,0,0,0.013784231126729,0.000801101215371
03.01.2021,0,0,0,0.019421735502154,0.001112295327288
04.01.2021,0,0,0,0.026966262480163,0.001477115743787
05.01.2021,0,0,0,0.035810894717751,0.001812528654783
06.01.2021,0,0,0,0.043942577352074,0.002169584571223
07.01.2021,0,0,0,0.052598968623895,0.002290396080434
08.01.2021,0,0,0,0.055527898367717,0.002393677508353
09.01.2021,0,6.20018239503539E-06,0,0.057942237179778,0.0029072402704
